Animal,Slice,Sex,Subregion,z-plane,placement order,baseline uM,baseline DA/p,Baseline Vmax (nM/s),stimulation (mA),output (uM),cycle stage
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.16,0.000,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.18,0.070,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.20,0.079,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.22,0.167,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.24,0.202,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.26,0.238,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.30,0.317,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.35,0.431,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.40,0.414,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.45,0.405,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.50,0.414,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.60,0.414,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.70,0.431,nonestrus
RtF2,R1,Female,core,rostral,p2,0.440,402.590,1572.030,0.80,0.423,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.14,0.000,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.16,0.000,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.18,0.150,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.20,0.271,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.22,0.290,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.24,0.290,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.26,0.309,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.30,0.346,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.35,0.356,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.40,0.384,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.45,0.374,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.50,0.374,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.60,0.374,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.70,0.374,nonestrus
RtF2,R1,Female,lshell,rostral,p1,0.420,389.210,1771.530,0.80,0.365,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.14,0.000,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.16,0.000,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.18,0.042,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.20,0.101,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.22,0.110,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.24,0.126,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.26,0.143,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.30,0.177,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.35,0.202,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.40,0.228,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.45,0.236,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.50,0.244,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.60,0.236,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.70,0.244,nonestrus
RtF2,R1,Female,mshell,rostral,p3,0.240,211.890,1375.520,0.80,0.236,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.14,0.000,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.16,0.077,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.18,0.268,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.20,0.325,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.22,0.335,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.24,0.392,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.26,0.402,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.30,0.440,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.35,0.402,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.40,0.412,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.45,0.402,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.50,0.392,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.60,0.392,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.70,0.345,nonestrus
RtF2,R2,Female,dlCPu,rostral,p3,0.560,508.530,3144.060,0.80,0.335,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.14,0.000,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.16,0.000,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.18,0.181,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.20,0.382,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.22,0.402,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.24,0.503,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.26,0.513,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.30,0.624,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.35,0.694,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.40,0.624,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.45,0.624,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.50,0.634,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.60,0.644,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.70,0.614,nonestrus
RtF2,R2,Female,vmCPu,rostral,p1,0.640,550.910,2161.540,0.80,0.573,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.14,0.000,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.16,0.000,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.18,0.098,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.20,0.137,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.22,0.156,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.24,0.156,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.26,0.176,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.30,0.244,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.35,0.215,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.40,0.215,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.45,0.205,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.50,0.234,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.60,0.224,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.70,0.195,nonestrus
RtF2,R2,Female,core,rostral,p2,0.250,211.890,982.520,0.80,0.215,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.14,0.000,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.16,0.235,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.18,0.469,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.20,0.578,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.22,0.578,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.24,0.659,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.26,0.668,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.30,0.767,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.35,0.804,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.40,0.795,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.45,0.776,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.50,0.767,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.60,0.767,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.70,0.776,nonestrus
RtF2,R2,Female,lshell,rostral,p4,0.910,720.420,2161.540,0.80,0.749,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.14,0.000,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.16,0.035,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.18,0.061,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.20,0.087,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.22,0.105,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.24,0.122,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.26,0.122,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.30,0.140,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.35,0.192,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.40,0.166,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.45,0.175,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.50,0.166,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.60,0.148,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.70,0.166,nonestrus
RtF2,R2,Female,mshell,rostral,p5,0.170,127.130,589.510,0.80,0.166,nonestrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.14,0.000,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.16,0.000,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.18,0.000,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.20,0.000,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.22,0.029,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.24,0.035,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.26,0.047,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.30,0.047,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.35,0.059,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.40,0.070,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.45,0.111,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.50,0.088,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.60,0.088,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.70,0.123,estrus
RtF3,R1,Female,dlCPu,rostral,p3,0.500,466.150,2751.050,0.80,0.105,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.14,0.000,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.16,0.000,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.18,0.095,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.20,0.235,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.22,0.299,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.24,0.381,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.26,0.413,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.30,0.451,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.35,0.553,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.40,0.635,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.45,0.622,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.50,0.661,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.60,0.654,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.70,0.635,estrus
RtF3,R1,Female,vmCPu,rostral,p2,0.780,621.850,1765.530,0.80,0.667,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.14,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.16,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.18,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.20,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.22,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.24,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.26,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.30,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.35,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.40,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.45,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.50,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.60,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.70,NA,estrus
RtF3,R1,Female,core,rostral,p1,NA,NA,NA,0.80,NA,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.14,0.000,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.16,0.000,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.18,0.000,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.20,0.000,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.22,0.017,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.24,0.011,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.26,0.017,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.30,0.046,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.35,0.057,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.40,0.052,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.45,0.052,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.50,0.063,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.60,0.057,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.70,0.052,estrus
RtF3,R1,Female,lshell,rostral,p5,0.480,402.590,1375.520,0.80,0.040,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.14,0.000,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.16,0.000,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.18,0.000,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.20,0.000,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.22,0.017,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.24,0.023,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.26,0.023,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.30,0.017,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.35,0.028,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.40,0.011,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.45,0.028,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.50,0.023,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.60,0.028,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.70,0.023,estrus
RtF3,R1,Female,mshell,rostral,p4,0.170,169.510,1179.020,0.80,0.039,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.14,0.000,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.16,0.099,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.18,0.511,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.20,0.595,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.22,0.625,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.24,0.671,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.26,0.717,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.30,0.732,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.35,0.717,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.40,0.702,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.45,0.625,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.50,0.633,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.60,0.656,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.70,0.648,estrus
RtF3,R2,Female,dlCPu,rostral,p1,0.760,583.290,1829.530,0.80,0.618,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.14,0.000,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.16,0.172,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.18,0.697,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.20,0.924,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.22,1.007,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.24,1.118,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.26,1.124,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.30,1.069,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.35,1.076,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.40,1.055,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.45,1.021,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.50,1.014,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.60,0.993,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.70,0.980,estrus
RtF3,R2,Female,vmCPu,rostral,p4,1.230,995.870,2751.050,0.80,0.966,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.14,0.000,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.16,0.000,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.18,0.035,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.20,0.113,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.22,0.156,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.24,0.191,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.26,0.248,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.30,0.241,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.35,0.248,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.40,0.248,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.45,0.226,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.50,0.219,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.60,0.219,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.70,0.219,estrus
RtF3,R2,Female,core,rostral,p2,0.280,275.450,1375.520,0.80,0.212,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.14,0.000,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.16,0.148,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.18,0.262,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.20,0.295,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.22,0.302,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.24,0.302,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.26,0.322,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.30,0.315,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.35,0.309,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.40,0.302,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.45,0.302,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.50,0.315,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.60,0.282,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.70,0.288,estrus
RtF3,R2,Female,lshell,rostral,p5,0.380,317.830,1375.520,0.80,0.288,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.14,0.000,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.16,0.000,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.18,0.041,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.20,0.069,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.22,0.075,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.24,0.089,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.26,0.089,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.30,0.082,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.35,0.082,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.40,0.089,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.45,0.082,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.50,0.089,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.60,0.089,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.70,0.082,estrus
RtF3,R2,Female,mshell,rostral,p4,0.090,84.760,786.010,0.80,0.089,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.14,0.000,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.16,0.013,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.18,0.060,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.20,0.094,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.22,0.100,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.24,0.087,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.26,0.100,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.30,0.127,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.35,0.161,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.40,0.147,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.45,0.120,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.50,0.134,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.60,0.114,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.70,0.114,estrus
RtF4,R1,Female,dlCPu,rostral,p4,0.220,233.080,1965.030,0.80,0.100,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.14,0.000,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.16,0.000,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.18,0.174,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.20,0.355,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.22,0.414,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.24,0.582,estrus
RtF4,R1,Female,vmCPu,rostral,p1,1.390,1090.820,2393.010,0.26,0.679,estrus
